f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,grid_failure_flag
-0.178294,-1.2274,-1.13831,1.4298,0.630102,-0.15808,-1.22525,-1.29387,0.613467,0.0705127,-0.00183575,-0.000744787,-0.00169614,-0.446648,-1.35164,1.07857,-1.11089,0.381037,1.61072,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
-0.891,0.825136,-1.40081,1.62376,0.534701,-2.19473,-0.803294,-1.04352,-1.20323,-0.986428,-0.579756,-1.38368,-0.708422,-0.89251,-0.586949,1.16023,-1.34127,-0.128116,1.34111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.69256,3.01963,-0.179829,0.248116,-0.704972,0.453152,-1.48301,-1.38439,0.612049,1.43493,0.576085,1.66221,-0.00169614,-1.78423,-1.37642,0.99621,-0.270826,2.65994,1.64313,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.890765,-0.47624,-1.58849,0.690661,0.773297,0.854711,0.513119,-1.26377,1.11513,0.877631,-0.579756,-0.439604,-1.41515,0.890936,-0.0670649,0.58469,-1.64239,-0.139129,1.6676,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0.534412,-0.963412,0.898603,0.229736,0.147084,-0.619879,1.54249,0.609734,0.566096,-1.37077,0.576085,-0.000744787,1.41175,-0.446648,-0.254636,-1.11482,-0.0415295,1.83158,0.703487,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-1.15826,-0.371538,0.00622985,0.943042,1.06674,-1.74968,1.76638,1.68854,1.44441,-0.77504,-0.579756,-0.160615,2.11848,0.445075,-0.441615,-0.837657,1.02488,0.996238,0.593471,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-1.15826,0.365909,0.716282,0.390243,-1.65742,-0.665504,0.00181635,0.100943,-0.631525,-0.0447899,-0.579756,-1.23118,-0.708422,0.445075,-0.494544,0.614954,-1.18209,-0.396351,-1.18073,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-1.33644,-0.241465,0.725103,-0.482551,0.715168,0.269796,1.14315,-0.398425,1.2124,-0.371481,-1.15768,-0.769682,-0.708422,-0.446648,-0.0442628,1.42797,-0.38561,-0.947577,-0.942839,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.69279,-0.664908,0.0361286,-1.17052,-0.36778,1.41369,1.02166,0.266572,-0.0628624,0.397203,-0.579756,-0.426156,-0.708422,-0.89251,0.896594,-1.6293,1.28179,-0.714034,0.818607,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
-0.178294,-0.855193,0.829851,0.0731894,-0.0562627,-0.150577,1.78335,-0.559015,0.770306,-1.37077,0.576085,-0.492056,1.41175,-0.000786814,-0.052032,-0.293442,-1.23836,-0.319527,-0.641606,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.623735,-0.991618,1.52491,-1.2546,0.246758,0.611392,0.510624,-0.0800605,-0.618574,1.55023,1.15401,1.66993,-0.00169614,-0.446648,0.457638,0.615143,1.55334,-1.1599,1.28668,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0.445324,-0.374633,-1.70775,1.61171,-0.819519,-1.18835,0.00181635,-1.09995,0.638856,0.493289,-1.15768,-0.862104,-0.00169614,3.12024,0.277311,0.953929,-1.32281,0.013351,-0.753833,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-1.06918,-1.0655,-0.905503,-0.288645,0.813814,0.516897,-1.39291,-0.759911,-0.590967,-0.736606,-1.7356,1.27195,-0.00169614,0.445075,-0.82421,0.618274,-0.529034,1.74269,-0.444829,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.891,-1.12505,1.39563,-1.00961,1.70226,0.370571,-0.770475,0.119576,-1.57668,0.416421,-0.00183575,-0.000744787,-0.708422,-0.446648,0.391828,-0.259725,-0.667309,-0.392309,1.43262,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1.06894,-1.13494,0.692861,1.47675,0.354188,-0.559251,1.05605,1.41753,-0.840654,-0.813474,-0.00183575,0.979185,1.41175,0.445075,0.929246,1.62757,-0.126314,0.00331216,0.170965,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.267382,-0.741442,0.231348,-0.708359,0.86797,-0.56267,0.00181635,-1.28024,0.899277,1.35806,0.576085,-0.000744787,-0.708422,-0.000786814,0.10888,0.228092,0.263223,0.362275,-1.20532,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.60347,0.43434,0.155675,1.27583,-0.365614,-0.0102121,-1.66415,0.254288,-0.45431,-0.582869,-0.579756,-0.000744787,-0.00169614,-0.000786814,1.73868,0.745774,-0.813263,-0.734424,-1.26356,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.445559,-0.805053,-0.345997,0.269442,0.568255,0.593147,1.80444,-0.690413,-1.35647,-0.794257,-0.579756,-1.54826,-0.708422,0.445075,0.438507,-1.24674,-1.69987,-0.482113,1.01152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-0.445559,-0.236176,0.337172,0.620087,0.779877,-1.2324,-0.401461,0.273639,-1.03057,-0.986428,0.576085,-0.504293,-1.41515,-0.89251,1.48375,0.930404,0.429267,2.93863,0.329506,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.000117387,-1.41498,0.440541,0.499246,0.778127,-0.370521,-1.63457,0.226736,0.905318,-0.986428,-1.15768,0.235171,0.705029,-0.446648,1.00858,-1.68262,-0.553861,-0.996045,-1.38914,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.445559,1.1207,-0.469539,-1.26182,-1.85249,0.359789,1.02891,1.11268,0.716053,-1.65903,-0.579756,1.17479,-0.708422,0.445075,0.468083,-0.761195,-1.36389,-1.06447,0.283926,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.33621,-1.42048,-0.412377,0.0156448,-0.211873,1.46768,0.0896119,-0.49374,0.42042,-0.17931,-0.00183575,-0.0514327,-0.00169614,-1.33837,1.27336,-0.958746,0.0936225,-0.963464,-0.604966,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
-1.24735,0.733855,-0.941376,-0.726974,0.184567,0.844847,0.00181635,0.372716,0.200709,-0.890342,-0.00183575,-0.958469,1.41175,0.890936,-0.148662,0.822012,0.531383,0.565488,-0.827233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.890765,0.568552,0.254638,-0.311737,-0.360436,0.328546,0.00181635,-1.24406,1.35119,1.30041,-1.15768,-0.000744787,-0.00169614,-0.000786814,0.20129,0.713048,-0.654529,-1.32326,1.24028,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.06918,0.452412,0.0272589,-0.114049,0.382247,0.0111302,0.975479,-0.197203,0.629996,0.781545,0.576085,-0.791087,-0.708422,1.3368,0.471692,-0.790968,1.14365,0.444017,-0.955186,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.979853,3.91386,-0.139296,-0.865756,0.261223,-0.545563,0.0787456,-1.46436,0.179128,0.781545,1.73193,-1.63296,-0.00169614,-0.000786814,0.646226,1.13148,0.837151,1.15047,1.52264,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1.06894,2.45319,0.382934,0.616066,0.504312,0.0876541,-0.490677,1.23039,1.38227,1.6271,1.73193,0.464859,0.705029,0.445075,-0.832304,-0.275142,0.0632329,-1.25363,1.72528,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.445559,-1.09994,0.515252,-0.534498,0.430679,1.56647,0.309711,1.23005,0.958233,0.185815,-1.7356,1.17268,0.705029,-0.89251,1.72051,1.06601,-1.2054,-0.460647,-1.04081,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.178294,-0.685331,-0.34811,0.271131,-1.21298,0.351852,0.00181635,-1.38142,-0.908659,1.14667,-0.579756,1.23899,-1.41515,0.445075,-0.391747,-1.47499,-1.45749,0.679107,-0.715117,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.623735,0.406505,1.02406,1.21943,-0.130098,0.0972729,-0.0200296,-1.60778,-0.477514,-0.832691,0.576085,-0.000744787,-1.41515,1.3368,0.354567,-0.469559,0.14864,-0.134643,-1.02919,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.356236,-1.40896,-1.46679,-0.937759,0.117579,-0.252159,1.04849,0.0855861,-0.565879,1.12745,-1.15768,0.144552,-0.00169614,-0.89251,-1.02349,0.365093,-1.64224,-0.969277,-0.861013,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.534647,-0.185919,-0.348868,-0.842279,1.18205,-1.03541,1.0818,-0.978792,0.701402,-0.77504,1.15401,-0.163899,1.41175,-0.446648,-0.539178,0.679248,1.12641,-0.481702,-0.0924684,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.712589,0.389024,0.334327,0.181169,0.335157,-1.59316,-1.80746,0.126069,1.24765,0.0897298,-1.15768,-1.27387,1.41175,-0.446648,1.12262,1.3894,-0.490374,1.67259,-1.12901,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.801912,0.9043,-1.21793,0.797853,0.318231,-0.499605,-0.665436,-0.82578,0.845286,1.01215,-0.00183575,-0.336742,1.41175,-0.89251,-1.58481,0.87166,0.169497,-0.45951,1.13204,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1.24735,0.289759,-0.950251,0.78326,-0.639221,-0.117317,1.01473,-0.754801,0.100984,0.627809,-0.00183575,1.26682,0.705029,-0.89251,-0.745161,-1.09222,0.716676,-0.556567,1.08302,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.445324,0.122292,0.416186,0.313306,-0.19648,-1.39567,0.669301,-0.676692,0.794246,-1.1786,0.576085,-0.450048,-1.41515,1.3368,0.362286,1.14855,0.545938,-1.1843,-1.06281,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
-1.69279,3.46782,0.127225,-1.26963,0.094299,0.94966,0.977177,1.54768,-1.36239,-0.17931,-0.579756,-0.000744787,-0.00169614,-0.000786814,-0.59042,-0.939382,0.223426,1.06587,-1.6695,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.445324,1.24315,-1.00498,1.29553,-0.391689,-0.984142,0.676342,0.283884,-0.603832,0.973716,1.15401,-1.3049,-0.708422,-0.446648,-0.594123,-1.46646,-0.35316,-0.0814127,-0.588218,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.60371,0.220875,-0.287186,1.40701,0.465503,1.20646,0.666808,0.189361,-1.31693,-0.890342,-1.15768,-0.000744787,0.705029,-0.89251,-1.07525,-1.53373,-1.66746,-0.944552,-0.655124,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1.06894,-0.0818385,1.02598,0.929333,-1.11499,-0.218546,1.8015,-0.803999,1.24744,0.647026,0.576085,-0.773136,-1.41515,-0.000786814,0.660514,0.564468,0.329153,0.0579101,-0.421784,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-0.623735,0.906554,0.153648,-0.126761,-1.70667,1.45514,-0.737896,-0.171343,1.71119,-0.236961,0.576085,1.05298,1.41175,-0.446648,0.422443,-0.644074,0.179008,2.30717,0.967552,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.15803,-1.21274,0.967251,0.0627434,-0.763872,0.19815,0.00181635,0.883358,-0.605064,1.0698,-0.00183575,-0.000744787,2.11848,-0.446648,-0.204465,-0.296777,-0.491692,0.652049,0.486828,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.06894,0.690834,-0.820167,-1.49602,-0.52605,0.00846773,-1.13026,-1.24929,1.01381,0.0897298,-0.00183575,1.10842,-0.708422,-0.89251,1.41276,-0.950574,-1.47809,1.14492,-0.111541,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
0.356236,-0.368933,-1.41877,1.49211,-2.11163,0.193221,0.00181635,1.02923,-0.989864,0.397203,1.15401,-1.75906,0.705029,0.445075,0.933459,-0.60699,0.338708,-0.0225555,1.24489,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.6235,-0.193353,-0.717132,1.33764,0.180448,0.319454,1.65221,0.736054,-1.56458,-1.4092,-0.579756,1.23304,-0.00169614,1.3368,-0.349537,-0.787619,0.711561,0.0905007,-0.788478,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-1.42553,1.01689,-1.48623,1.25582,-0.913464,0.983837,-1.71297,0.0486128,-1.1745,0.128164,-1.15768,1.52517,-1.41515,-0.89251,-0.0521125,0.0661817,-0.16208,0.459814,-0.696391,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
0.356236,-1.251,-0.564329,0.200977,-0.090979,0.608683,-1.24891,-0.144523,0.340236,0.474072,-1.7356,-1.68742,-0.708422,-0.446648,-0.817532,-0.764865,-0.980012,0.651079,0.0269492,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0.267147,-1.19366,0.427906,-0.10711,-0.326732,0.420125,-0.671248,-0.402217,-1.41676,-0.525217,-0.00183575,-0.000744787,1.41175,-0.446648,-1.70831,0.311408,0.232084,-0.0928973,-0.0374924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.801677,0.866406,-0.633711,0.326331,-0.0471805,-0.434454,1.14737,0.352775,0.128064,0.281901,3.46569,-1.63094,1.41175,-0.446648,0.201255,-1.10424,-0.387233,0.147377,-0.403336,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.24712,-0.405492,-1.10367,-1.40716,-0.768704,0.40842,1.61295,-0.473152,-0.493106,0.474072,-0.00183575,-1.0703,-0.708422,-1.33837,0.758803,-1.05677,-1.28721,-0.658796,-1.2375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0889709,0.608093,-1.49915,-0.472736,0.447629,2.1328,0.456274,1.59695,0.870792,-1.12095,-1.15768,-0.168147,1.41175,-0.446648,-1.01001,-0.538937,0.42353,-0.136277,-0.764007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.890765,-1.03341,-0.400561,-1.06603,1.04336,0.287989,-1.58082,0.809472,-1.55966,1.12745,-1.15768,-1.60693,0.705029,-0.000786814,0.850455,0.89046,-0.31102,2.31432,0.895868,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.534412,-0.635678,1.61328,1.07068,0.530992,0.112562,-0.655605,-0.986923,-0.748599,0.185815,-0.579756,-1.66035,0.705029,-0.000786814,1.55428,-1.26822,-1.02718,-1.15989,-0.858205,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
-0.000117387,0.628372,0.534797,-1.06675,-1.05711,-0.170991,-0.444698,-0.184423,-0.661436,-0.00635566,-1.15768,0.037254,-0.708422,1.3368,-1.36244,0.0117931,-0.811982,2.83735,1.73808,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.35647,-0.71147,1.03684,1.70306,0.188878,-0.129674,-1.65868,0.28614,1.67521,-1.15938,1.73193,-0.000744787,-0.00169614,-0.446648,0.412853,-0.050316,1.30757,3.13812,0.294662,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-1.51462,0.74595,0.512669,0.81191,-0.26238,0.739272,0.505454,0.471262,1.48602,0.166598,-1.15768,-0.308339,1.41175,-0.000786814,1.01731,-1.02748,-0.947948,-1.11176,1.27882,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1.51438,-0.0482869,0.672926,-1.6268,-1.64338,-0.806452,0.789895,1.0146,0.0851154,0.243467,1.15401,0.476405,-0.708422,-0.89251,-1.51257,-0.336985,-0.859865,-1.29999,0.74579,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.445324,-1.26458,0.28029,0.193529,1.13084,0.634098,-1.64079,0.339958,-1.43077,-0.832691,-0.00183575,0.524142,-0.708422,0.445075,1.02532,0.331629,0.0543611,0.240944,-1.01774,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.267147,-1.21489,0.221789,-0.84388,0.556348,0.659913,1.49527,-0.542986,-0.667134,-0.525217,-0.579756,-1.25935,-0.00169614,0.445075,1.51404,1.28124,-0.701214,-0.273174,-0.916442,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.69279,0.526086,0.108871,-0.143721,1.08516,1.2639,0.928565,-1.61799,-0.352117,1.35806,1.15401,-0.610096,-0.00169614,-0.89251,1.72982,-0.486623,-0.368028,-0.617251,1.69408,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.15803,0.646968,-0.402829,-0.94771,0.83015,1.46055,0.393373,1.01829,0.409834,-0.717388,-0.579756,1.57162,-0.708422,0.890936,-0.607133,-0.15701,-0.536147,1.18926,1.26554,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.445559,-0.647504,0.414653,1.63865,0.415046,-0.121654,1.43226,-1.59724,-1.47803,-0.717388,-0.579756,1.10872,-0.708422,-1.33837,-1.32993,1.62872,-1.00241,-0.669611,1.56633,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.267382,-0.518051,1.05161,-0.232804,-0.195163,1.06437,-1.09981,-1.51388,-1.18598,-0.409915,-1.15768,-0.952193,0.705029,-0.000786814,0.576017,-0.370154,-1.43385,2.51892,0.510728,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.24712,-0.244814,0.47816,1.44103,-0.250903,-0.0664687,1.3645,0.548406,-0.377724,-0.64052,1.15401,-1.65564,1.41175,-0.446648,0.500697,-0.199582,-1.4809,-0.354533,-1.59503,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.267382,0.585648,-1.05199,-0.653285,-0.331064,0.378085,-0.669898,-1.40415,0.549993,0.570157,-0.00183575,1.00973,-0.708422,0.445075,-1.4659,-0.536928,0.482453,-0.31409,1.01322,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.42553,-0.482335,-0.753558,-0.591093,0.991473,-1.93306,0.00181635,0.802499,1.02369,1.33884,2.30985,-1.52881,-1.41515,-0.446648,1.65331,-1.68346,1.01101,0.25332,0.386962,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.623735,-0.823706,0.683184,-0.0796929,-0.73363,-0.626599,0.623089,-1.13854,1.09335,-0.678954,-1.15768,-0.000744787,0.705029,-0.000786814,-0.665908,-0.941849,-0.0307832,0.309621,-1.06411,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1.42553,-0.712119,-1.43879,1.02957,-0.124174,-1.36264,-0.35323,0.840035,0.96076,1.24276,-1.15768,-0.551389,0.705029,0.445075,-1.07603,0.977524,1.70957,-1.06941,-1.50618,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.15826,-0.624593,0.375968,1.65307,-0.363818,-1.53726,-0.319426,-0.369623,0.996371,1.58866,-0.579756,-1.62001,-0.708422,1.3368,-1.35893,0.374625,1.01251,-0.12349,-0.763792,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
-0.980088,0.720624,0.346315,0.682877,1.02792,1.73941,-0.380235,-0.558382,-0.0330258,-1.42842,-0.579756,-1.41399,-1.41515,-0.89251,1.31608,0.547467,-0.363651,-0.717389,-0.0553894,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.267147,-0.991097,-1.33051,0.66143,-0.0838792,0.46445,0.455395,1.1369,1.51561,1.66553,-0.579756,0.0853796,-0.00169614,-1.33837,-0.176385,-1.53597,-1.6407,-0.858607,1.67896,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1.15803,-0.95285,-0.670946,-1.49178,0.791443,0.536466,-1.56583,-1.19723,-0.286786,-1.14016,1.15401,0.879838,2.11848,-0.000786814,-1.30973,-1.54846,-0.142891,-1.04368,0.143152,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1.15803,-0.668175,-1.06289,-1.20548,0.655484,1.16629,0.848406,0.987062,0.342095,1.14667,-1.15768,-0.941406,-0.708422,-0.89251,-1.64476,-1.60753,1.2147,-0.854407,0.703258,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.000117387,-0.079996,0.829179,-1.64929,1.28775,-0.417042,1.22805,0.265725,0.585757,0.935282,1.15401,-0.438897,-0.708422,-0.446648,0.741059,-1.42991,0.860919,1.65013,-0.0914016,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-1.42553,1.18151,1.37238,0.0709829,0.213415,-0.613977,0.645948,0.798971,0.794178,0.935282,-0.579756,-0.000744787,-0.708422,-0.446648,0.50081,1.13088,-0.971096,0.739443,0.382159,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.69279,0.799214,1.10433,0.0280761,-0.278113,-0.561707,-0.106047,1.03673,0.718496,-0.371481,-0.579756,-1.78308,-1.41515,-1.33837,0.569393,-0.566127,-1.55775,-0.650983,1.42254,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.24712,-0.198552,-0.125861,-0.116083,-1.12127,-1.46709,-0.515652,-0.299842,0.297411,-1.04408,-0.579756,1.69286,2.11848,0.890936,-1.14996,-1.65036,-1.62713,-0.419847,-0.291408,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.6235,1.47,-0.939986,-0.546962,-1.56472,-2.22056,-0.315236,1.61817,-0.722534,-1.54372,3.46569,-1.43906,-1.41515,0.890936,-0.323036,-1.45607,1.15857,1.94009,0.823463,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0889709,-0.240953,0.342501,-0.529974,0.659852,-0.0340601,1.7589,-0.381772,0.677167,-0.236961,-0.00183575,0.169373,-0.708422,-1.33837,1.43042,-0.24253,-1.55074,0.194588,0.723575,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.356236,1.14054,-0.550549,1.68129,-1.22009,0.0742515,1.75875,1.3196,-1.66824,1.22354,-0.579756,1.67206,-0.708422,-0.89251,1.31222,0.92853,-0.807547,1.14811,0.646976,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.445559,1.48155,-1.5773,-1.41476,-0.868187,-0.555439,0.825227,1.6648,1.72477,-0.256178,0.576085,-0.882799,-0.708422,0.890936,0.413203,-1.28948,0.243504,-0.133055,1.66172,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.33621,0.46399,-0.144794,0.709769,0.175524,1.17508,0.970019,1.05003,-0.920803,-1.35155,0.576085,-0.468075,-0.00169614,-0.446648,1.46176,0.749964,0.341842,0.00699052,-0.199158,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.445324,-0.475972,0.0425011,1.54964,-1.31773,-0.124128,1.33485,1.13395,-0.0896675,0.166598,1.15401,-0.957535,-0.00169614,1.3368,-1.10524,-1.39161,-0.169511,-0.623105,-1.56525,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.980088,-1.38221,1.49332,0.430452,-0.704699,1.29003,-1.38027,1.47997,1.44078,-0.851908,1.15401,-1.72721,-0.00169614,-1.33837,0.816265,-1.44719,1.33232,1.32861,-1.1823,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.267382,2.33304,-0.208978,1.08827,-0.227226,0.0902264,-0.789306,-1.32457,-1.39882,1.31962,-0.00183575,-0.767552,0.705029,1.3368,1.36361,-0.812687,-1.03734,-0.0267308,0.914537,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0.0889709,0.0383134,-0.850497,-1.15242,0.961793,0.414431,0.148522,-1.4489,0.166986,-1.35155,1.73193,1.70684,-1.41515,1.3368,0.27957,-0.468793,0.403186,2.45835,-1.4362,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.623735,-0.356805,0.105724,-0.595243,0.967803,0.543047,-1.72139,1.58579,-0.886673,0.416421,-0.00183575,0.915064,-1.41515,-0.446648,-0.0865887,-0.0812774,0.159689,0.650066,-0.049973,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.51462,0.589554,-1.04249,-0.826809,-0.771879,-0.58197,-0.722414,1.43042,-1.62326,-1.10173,-0.00183575,0.335524,-0.00169614,-0.89251,-0.529677,0.523972,-1.62917,-1.2471,-1.51683,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-1.42553,-0.50828,0.860379,0.819579,-0.962933,1.03681,-0.387576,-1.6613,0.106618,0.935282,-0.579756,-0.000744787,-0.708422,1.3368,-1.03535,0.820236,-1.23919,0.624223,-0.777669,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
-1.42553,0.810027,0.192647,1.03886,-0.351641,-1.10341,1.82576,-1.366,-1.35536,0.0512956,-0.00183575,1.45792,-0.708422,-1.78423,-0.368068,1.49434,0.526075,-1.40228,1.15432,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.712589,-0.635952,-1.37267,1.7135,0.0148992,-1.42479,0.00181635,-1.65708,-1.21201,-1.50529,1.73193,-0.659532,-0.708422,-0.000786814,1.01128,-1.00681,0.800302,-0.291245,-0.740472,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.15826,1.82739,0.162783,0.268582,-1.05872,0.826645,1.42849,0.745515,1.45449,-0.236961,-1.15768,1.18887,0.705029,-0.446648,0.691176,0.151848,-0.379876,2.44027,-0.226064,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.534412,1.5865,-0.74795,0.395573,-0.590082,-0.922982,0.00181635,-1.73255,-0.0967435,-0.429132,-0.579756,-0.397508,-0.708422,1.3368,-0.430057,-0.586273,-1.38532,0.493955,-1.18692,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.801912,-0.129981,-1.07082,0.789737,0.923034,0.0981762,-1.11751,1.6349,-0.0334922,0.0128614,-0.00183575,0.80513,0.705029,1.3368,-0.917584,-0.369331,0.204196,-0.61235,-1.18597,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.356236,-0.682365,-1.43523,1.48997,0.882243,-0.137219,0.00181635,-0.91817,0.504932,0.512506,-0.00183575,0.119973,-0.708422,-1.33837,0.174752,1.66052,1.00819,-0.732888,0.329438,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.891,1.57964,1.44245,1.09196,0.137977,0.615737,0.210568,0.184031,0.677756,-1.54372,-1.15768,1.01033,0.705029,-0.89251,1.14695,1.20104,-1.70719,-0.738582,-1.68596,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.51438,0.456501,1.02832,-0.124263,-1.47784,0.625448,0.00181635,0.521899,-1.09396,0.743111,1.73193,1.10176,-0.708422,0.445075,-1.67271,0.796078,-0.322812,-0.890758,-1.09828,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
