asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
108703,Transmission Line,North,1,0.68,542980.5928,369226.803104
108704,Switchgear,West,1,0.725,743178.1122000001,538804.131345
108705,Substation,East,0,0.145,494003.35750000004,71630.48683750001
108706,Switchgear,West,1,0.715,681455.29096,487240.5330364
108707,Substation,East,0,0.2,1459164.5853,291832.91706
108708,Switchgear,South,0,0.28,1376681.9778,385470.953784
108709,Substation,West,1,0.86,531337.639,456950.36954
108710,Substation,West,0,0.04,516544.9392,20661.797568
108711,Circuit Breaker,Central,1,0.845,915426.2758,773535.2030509999
108712,Transmission Line,South,0,0.15,618723.7945000001,92808.56917500001
108713,Transformer,South,1,0.95,1309248.6101,1243786.1795949999
108714,Circuit Breaker,West,0,0.19,736648.8499,139963.281481
108715,Substation,Central,0,0.065,775024.51689,50376.59359785
108716,Circuit Breaker,Central,1,0.81,864406.5516,700169.3067960001
108717,Circuit Breaker,East,1,0.775,392097.6435,303875.6737125
108718,Transmission Line,Central,1,0.975,738506.9138999999,720044.2410524999
108719,Switchgear,North,1,0.35,777384.6494,272084.62729
108720,Switchgear,West,0,0.19,1237180.6094,235064.315786
108721,Switchgear,Central,0,0.03,1404285.0693,42128.552079
108722,Transformer,South,1,0.805,1056085.49,850148.8194500001
108723,Substation,Central,1,0.865,1115140.8053,964596.7965844999
108724,Substation,North,1,0.93,526474.863947,489621.62347071
108725,Transformer,South,1,0.455,465356.20647,211737.07394385
108726,Transformer,Central,1,0.93,997379.44231,927562.8813483
108727,Transmission Line,West,1,0.945,1163658.117,1099656.920565
108728,Substation,West,0,0.035,1217609.4621000001,42616.33117350001
108729,Transformer,Central,0,0.25,505516.57074,126379.142685
108730,Transformer,West,0,0.025,931527.7142,23288.192855
108731,Transformer,West,1,0.86,1263262.2992,1086405.577312
108732,Transmission Line,North,1,0.99,929596.8939,920300.924961
108733,Switchgear,North,1,0.96,655397.649,629181.74304
108734,Substation,West,1,0.8,301231.29617,240985.036936
108735,Substation,West,0,0.055,705400.2927270001,38797.016099985005
108736,Circuit Breaker,West,0,0.195,998128.162,194634.99159000002
108737,Transformer,East,0,0.08,889961.1758999999,71196.894072
108738,Circuit Breaker,Central,0,0.13,1132843.8998999998,147269.70698699998
108739,Substation,Central,0,0.075,920524.3847,69039.3288525
108740,Switchgear,North,1,0.795,779869.61779,619996.3461430501
108741,Substation,West,1,0.885,196939.06435,174291.07194975
108742,Switchgear,South,0,0.005,640057.3144,3200.2865720000004
108743,Substation,Central,1,0.815,458758.0772,373887.832918
108744,Transformer,West,1,0.465,644432.6758000001,299661.19424700004
108745,Substation,Central,0,0.105,680762.3034999999,71480.04186749998
108746,Circuit Breaker,North,0,0.0,623838.3498500001,0.0
108747,Circuit Breaker,East,1,0.99,1172459.1387,1160734.547313
108748,Substation,East,0,0.17,1274055.3144,216589.40344800003
108749,Transmission Line,North,0,0.395,726955.4434,287147.400143
108750,Substation,South,0,0.32,269075.28807,86104.09218240001
108751,Transformer,North,0,0.65,801203.921,520782.54865
108752,Circuit Breaker,North,0,0.02,288807.41839999997,5776.148367999999
108753,Transformer,North,1,0.95,1158491.4632,1100566.89004
108754,Transformer,West,0,0.085,1051275.2298,89358.39453300001
108755,Transmission Line,West,0,0.02,671471.8772,13429.437544
108756,Transformer,West,0,0.05,816795.4282300001,40839.771411500005
108757,Circuit Breaker,East,1,0.835,112935.73749,94301.34080415
108758,Substation,Central,0,0.205,244330.9844,50087.851802
108759,Transformer,South,0,0.14,1024988.8275000001,143498.43585000004
108760,Circuit Breaker,North,0,0.105,609872.8907,64036.6535235
108761,Substation,East,1,0.67,1214514.6017,813724.7831390001
108762,Circuit Breaker,Central,0,0.21,1250347.9142,262573.061982
108763,Switchgear,Central,0,0.155,291846.5455,45236.2145525
108764,Substation,North,1,0.99,881155.2289100001,872343.6766209
108765,Transformer,East,1,0.885,461772.8511,408668.9732235
108766,Transmission Line,West,1,0.945,851315.722766,804493.35801387
108767,Transformer,North,0,0.23,1105691.1553,254308.965719
108768,Circuit Breaker,West,0,0.335,549745.1673,184164.6310455
108769,Switchgear,East,0,0.015,1134597.482,17018.96223
108770,Transmission Line,West,0,0.115,506069.92630000005,58198.04152450001
108771,Substation,South,1,0.83,605708.4233,502737.991339
108772,Circuit Breaker,Central,0,0.195,636743.7146000001,124165.02434700001
108773,Circuit Breaker,West,0,0.025,1050527.1226,26263.178065
108774,Substation,East,0,0.09,391598.7242,35243.885178
108775,Transmission Line,Central,0,0.035,894211.1488999999,31297.3902115
108776,Substation,North,1,0.825,898581.3285,741329.5960124999
108777,Transmission Line,East,1,0.98,1388741.8968,1360967.058864
108778,Switchgear,South,0,0.105,960671.1413,100870.4698365
108779,Switchgear,West,0,0.135,488487.491211,65945.811313485
108780,Transformer,West,1,0.925,762339.20448,705163.764144
108781,Switchgear,West,1,0.85,876509.5541,745033.1209849999
108782,Switchgear,Central,0,0.1,499194.17559,49919.417559
108783,Switchgear,Central,1,0.75,887059.7915,665294.843625
108784,Transformer,East,1,0.56,806722.047,451764.34632000007
108785,Transmission Line,West,0,0.01,935460.3337,9354.603337
108786,Transmission Line,Central,0,0.23,936583.2664900001,215414.15129270003
108787,Substation,East,1,0.87,594236.122,516985.42614
108788,Transformer,North,0,0.06,1106286.781,66377.20685999999
108789,Substation,South,0,0.01,1116633.5860000001,11166.335860000001
108790,Circuit Breaker,East,0,0.055,1174012.3379,64570.6785845
108791,Transmission Line,North,0,0.32,646477.8698,206872.918336
108792,Substation,North,0,0.085,930965.2075,79132.04263750001
108793,Circuit Breaker,Central,1,0.965,986591.49942,952060.7969403
108794,Transformer,East,1,0.895,1311562.0732,1173848.0555140001
108795,Transformer,East,0,0.01,1082595.3129,10825.953129
108796,Substation,South,0,0.135,474328.88171,64034.39903085
108797,Switchgear,North,1,0.89,1228547.7028,1093407.455492
108798,Transformer,West,1,0.925,1091569.0518,1009701.3729150001
108799,Substation,South,1,0.975,1009409.50105,984174.2635237499
108800,Transformer,Central,0,0.015,445588.1513,6683.8222695
108801,Transformer,North,0,0.145,461824.88742,66964.60867589999
108802,Switchgear,South,1,0.815,379721.82463,309473.28707345
108803,Switchgear,West,1,0.765,1270034.2985999999,971576.2384289999
108804,Transmission Line,South,0,0.07,775384.8896000001,54276.942272000015
108805,Substation,West,1,0.82,740472.4301,607187.392682
108806,Transmission Line,North,0,0.03,1167119.9908,35013.599724
108807,Transformer,South,1,0.975,763383.3337999999,744298.7504549999
108808,Switchgear,South,1,0.895,420908.47277999995,376713.0831381
108809,Transformer,North,1,1.0,528612.4737,528612.4737
108810,Substation,North,1,0.55,930562.0336000001,511809.11848000006
108811,Substation,West,1,0.745,524785.9166,390965.507867
108812,Transformer,West,0,0.02,955060.8582,19101.217164
108813,Switchgear,East,1,0.615,807157.4891,496401.8557965
108814,Circuit Breaker,North,0,0.19,539574.164487,102519.09125253
108815,Switchgear,West,0,0.15,664744.44673,99711.66700949999
108816,Substation,South,1,0.83,1147749.6987,952632.249921
108817,Transformer,South,1,0.84,500911.3108,420765.50107199996
108818,Switchgear,South,0,0.115,1038841.9909999999,119466.828965
108819,Transmission Line,South,1,0.71,611667.24942,434283.7470882
108820,Transformer,North,0,0.06,363341.4172,21800.485032
108821,Substation,Central,1,0.93,681433.2542600001,633732.9264618001
108822,Transmission Line,North,0,0.025,1004269.4811999999,25106.73703
108823,Switchgear,North,1,0.81,422984.2698,342617.25853800005
108824,Circuit Breaker,North,0,0.095,672012.0595,63841.145652499996
108825,Circuit Breaker,Central,0,0.01,736407.83465,7364.0783464999995
108826,Transmission Line,South,1,0.965,950580.255,917309.946075
108827,Substation,East,1,0.87,970688.18603,844498.7218461
108828,Substation,North,0,0.81,353554.32490999997,286379.0031771
108829,Circuit Breaker,South,1,0.795,1176265.9401,935131.4223795
108830,Transformer,East,1,0.775,1209164.8238000001,937102.7384450001
108831,Substation,East,1,0.89,879952.6344,783157.844616
108832,Circuit Breaker,Central,0,0.01,453252.272,4532.52272
108833,Transformer,North,0,0.2,706796.1871,141359.23742
108834,Transmission Line,West,1,0.855,380780.61788,325567.4282874
108835,Transmission Line,East,0,0.245,741318.2146000001,181622.962577
108836,Transmission Line,North,0,0.04,1009381.9521,40375.278084
108837,Substation,East,0,0.045,732441.71808,32959.8773136
108838,Circuit Breaker,West,1,0.435,583722.3903999999,253919.23982399996
108839,Circuit Breaker,South,0,0.08,1325164.2626,106013.141008
108840,Transmission Line,South,0,0.015,1129839.0219,16947.5853285
108841,Switchgear,South,0,0.04,1075076.9265,43003.07706
108842,Substation,North,1,0.95,905997.6529799999,860697.7703309999
108843,Switchgear,South,1,0.93,1088742.1647,1012530.2131710001
108844,Substation,Central,1,0.935,471312.0875,440676.80181250005
108845,Transformer,South,1,0.93,181783.071961,169058.25692373002
108846,Substation,North,0,0.15,148871.66814,22330.750221
108847,Transformer,Central,0,0.545,662802.5431,361227.38598950004
108848,Transformer,Central,0,0.085,759605.2378,64566.445213000006
108849,Switchgear,South,1,0.825,269587.540532,222409.7209389
108850,Switchgear,West,1,0.015,1036029.5868,15540.443802
108851,Transformer,East,1,0.925,607358.6814300001,561806.7803227501
108852,Transformer,East,1,0.825,861971.3371000001,711126.3531075
108853,Switchgear,West,0,0.17,885914.4326,150605.453542
108854,Substation,South,0,0.145,768248.6826,111396.05897699998
108855,Circuit Breaker,North,1,0.945,228307.59579,215750.67802154997
108856,Transmission Line,North,1,0.985,590203.7331000001,581350.6771035001
108857,Circuit Breaker,West,1,0.95,637219.3595,605358.391525
108858,Substation,Central,0,0.03,907814.1621000001,27234.424863
108859,Switchgear,Central,0,0.02,1154261.0676,23085.221352
108860,Circuit Breaker,Central,1,0.93,768930.8093,715105.652649
108861,Switchgear,East,0,0.125,903264.4513,112908.0564125
108862,Switchgear,East,0,0.075,910658.7844799999,68299.40883599999
108863,Circuit Breaker,West,0,0.035,442205.00859,15477.17530065
108864,Transformer,South,1,0.84,722351.80845,606775.519098
108865,Switchgear,South,0,0.13,513904.1135,66807.534755
108866,Circuit Breaker,North,0,0.065,463423.6768,30122.538992
108867,Transformer,Central,0,0.02,1298645.979,25972.91958
108868,Transmission Line,East,1,0.99,573291.349,567558.4355100001
108869,Transmission Line,West,1,0.96,897311.1489,861418.702944
108870,Transmission Line,Central,0,0.075,573351.5038,43001.362785
108871,Transformer,North,1,0.905,943396.4143000001,853773.7549415
108872,Transformer,Central,1,0.755,283485.66193,214031.67475715
108873,Substation,North,0,0.075,905518.6177000001,67913.8963275
108874,Transmission Line,South,1,0.69,491167.91216,338905.8593904
108875,Circuit Breaker,Central,0,0.005,285869.853,1429.349265
108876,Circuit Breaker,North,1,0.96,1291361.7624,1239707.2919039999
108877,Circuit Breaker,West,0,0.195,969156.2492,188985.468594
108878,Switchgear,Central,1,0.815,774492.3477,631211.2633755
108879,Substation,West,0,0.075,900057.5173,67504.3137975
108880,Substation,East,0,0.6,427500.63580000005,256500.38148
108881,Transmission Line,North,0,0.03,593496.7423,17804.902269000002
108882,Switchgear,Central,0,0.165,619173.7826,102163.674129
108883,Transmission Line,Central,1,0.905,782122.7697200001,707821.1065966001
108884,Circuit Breaker,South,1,0.875,621181.9653,543534.2196375
108885,Transformer,South,0,0.205,374596.72930999997,76792.32950854998
108886,Transformer,North,1,0.78,1094353.4109,853595.660502
108887,Transmission Line,West,0,0.075,803967.1561,60297.536707499996
108888,Switchgear,South,1,0.65,661362.3747,429885.54355500004
108889,Switchgear,Central,0,0.025,1175594.8282,29389.870705000005
108890,Transmission Line,West,0,0.125,538277.5544,67284.6943
108891,Switchgear,South,0,0.19,878446.5011,166904.835209
108892,Transmission Line,South,1,0.97,164637.53606,159698.4099782
108893,Transmission Line,East,1,0.75,434819.53464,326114.65098000003
108894,Substation,East,0,0.03,1084569.2207,32537.076620999997
108895,Transformer,South,0,0.03,501142.0148,15034.260444
108896,Circuit Breaker,Central,0,0.295,1260496.835,371846.56632499996
108897,Transmission Line,North,0,0.155,385684.6015,59781.1132325
108898,Transmission Line,North,0,0.355,652021.8597,231467.7601935
108899,Circuit Breaker,South,1,0.955,908704.23498,867812.5444059
108900,Circuit Breaker,North,0,0.035,305631.42225,10697.099778750002
108901,Transmission Line,Central,0,0.695,684631.4214,475818.83787299995
108902,Transformer,East,1,0.865,677900.81016,586384.2007884
108903,Transmission Line,West,1,0.93,1009862.696,939172.3072800001
108904,Substation,West,1,0.795,647161.3278,514493.255601
108905,Transmission Line,Central,0,0.015,853238.3011,12798.5745165
108906,Substation,West,0,0.31,1005309.5129,311645.948999
108907,Switchgear,South,0,0.13,1133194.4,147315.272
108908,Transformer,East,1,0.865,638376.3538,552195.546037
108909,Circuit Breaker,West,1,0.845,693788.98,586251.6880999999
108910,Transformer,South,0,0.07,1149002.1563,80430.150941
108911,Substation,South,0,0.03,1084364.7705,32530.943115000002
108912,Substation,East,1,0.91,288647.22101,262668.9711191
108913,Circuit Breaker,West,0,0.57,424013.53027,241687.71225389998
108914,Substation,West,0,0.09,329651.75773,29668.6581957
108915,Transformer,West,0,0.075,336903.15591,25267.736693249997
108916,Transmission Line,South,1,0.855,1151810.2364999999,984797.7522074999
108917,Circuit Breaker,West,0,0.245,695788.4225,170468.1635125
108918,Transformer,Central,0,0.025,997313.6745,24932.8418625
108919,Transmission Line,South,1,0.89,787065.2515,700488.073835
108920,Switchgear,West,1,0.985,660498.5630999999,650591.0846534999
108921,Switchgear,West,1,0.84,622798.4291000001,523150.68044400006
108922,Substation,East,1,0.935,772457.2642999999,722247.5421205
108923,Transformer,South,0,0.27,622488.5866,168071.91838200003
108924,Substation,East,0,0.08,469077.6552,37526.212416
108925,Switchgear,North,1,0.19,888778.9153999999,168867.993926
108926,Circuit Breaker,Central,0,0.0,723474.2267,0.0
108927,Transmission Line,South,0,0.0,932102.7289,0.0
108928,Circuit Breaker,North,0,0.025,1089605.6529,27240.141322500003
108929,Transformer,Central,1,0.79,254778.78975,201275.24390250002
108930,Circuit Breaker,North,1,0.615,345205.21793,212301.20902694997
108931,Substation,West,1,0.945,205973.16259000002,194644.63864755002
108932,Switchgear,Central,1,0.75,292981.95006,219736.46254500002
108933,Transmission Line,South,0,0.1,400812.66871,40081.266871
108934,Switchgear,West,0,0.0,651671.8533,0.0
108935,Substation,South,1,0.615,436542.11319,268473.39961185
108936,Switchgear,Central,0,0.15,166413.235917,24961.98538755
108937,Transmission Line,West,1,0.96,521389.902,500534.30591999996
108938,Transmission Line,East,0,0.1,1207614.9137,120761.49137
108939,Circuit Breaker,North,1,0.93,937354.2086,871739.4139980001
108940,Transformer,Central,0,0.225,1202004.5953,270451.0339425
108941,Circuit Breaker,South,1,0.93,655593.7019,609702.142767
108942,Transmission Line,North,0,0.02,313375.41046000004,6267.508209200001
108943,Transmission Line,South,1,0.865,978458.99858,846367.0337717
108944,Transformer,West,1,0.145,360519.9906,52275.398637
108945,Transmission Line,South,1,0.82,934285.3844999999,766114.0152899999
108946,Substation,Central,0,0.015,1168285.0149,17524.2752235
108947,Switchgear,East,0,0.155,1013418.6426,157079.889603
108948,Switchgear,West,0,0.085,485724.06680000003,41286.545678
108949,Transformer,North,1,0.55,430235.2184,236629.37012000004
108950,Transmission Line,South,1,0.455,392662.31366000004,178661.35271530002
108951,Transmission Line,Central,1,0.94,739263.45579,694907.6484426
108952,Transformer,North,1,0.815,1248360.9878,1017414.2050569999
108953,Circuit Breaker,East,0,0.03,736179.1331,22085.373992999997
108954,Substation,North,0,0.025,808540.0226,20213.500565000002
108955,Circuit Breaker,North,0,0.11,636372.652,70000.99172
108956,Substation,South,1,0.895,405684.1224,363087.28954800003
108957,Transmission Line,South,0,0.27,938270.5169,253333.03956300003
108958,Substation,West,0,0.46,585704.7070599999,269424.1652476
108959,Circuit Breaker,East,0,0.04,1051925.7064999999,42077.02825999999
108960,Transformer,North,1,0.94,827969.7720300001,778291.5857082001
108961,Substation,Central,0,0.185,774527.9081,143287.6629985
108962,Switchgear,East,1,0.82,1462164.7385999998,1198975.0856519998
108963,Switchgear,East,1,0.835,185802.66559999998,155145.22577599998
108964,Substation,North,0,0.015,366020.436,5490.30654
108965,Transformer,South,0,0.11,601316.5501,66144.820511
108966,Substation,Central,0,0.06,867254.35935,52035.261561
108967,Transformer,South,1,0.965,975994.3871,941834.5835515
108968,Substation,Central,0,0.025,360079.59849,9001.98996225
108969,Circuit Breaker,West,1,0.635,137871.79123,87548.58743105001
108970,Substation,North,1,0.775,580680.9431,450027.73090250004
108971,Transmission Line,South,0,0.475,501872.06482,238389.2307895
108972,Circuit Breaker,West,0,0.035,419430.105,14680.053675000001
108973,Transformer,South,1,0.785,934121.8571,733285.6578235
108974,Transmission Line,North,1,0.92,645606.0553,593957.570876
108975,Substation,West,1,0.74,583848.3832,432047.80356800003
108976,Transformer,South,1,0.935,297288.6105,277964.85081750003
108977,Transmission Line,South,0,0.025,170616.63262,4265.4158155
108978,Substation,South,0,0.415,981594.81963,407361.85014645
108979,Transformer,South,1,0.98,1290378.8989,1264571.3209219999
108980,Transformer,Central,1,0.735,678249.1405,498513.11826749996
108981,Transmission Line,North,0,0.16,774323.6938,123891.791008
108982,Circuit Breaker,East,1,0.985,945840.2187000001,931652.6154195
108983,Transformer,South,0,0.14,577135.52015,80798.972821
108984,Substation,East,0,0.12,247561.80213,29707.416255599997
108985,Switchgear,North,0,0.05,1226428.0447,61321.402235
108986,Transformer,Central,0,0.015,791983.5717900001,11879.75357685
108987,Transformer,South,1,0.81,1262104.5134,1022304.6558540001
108988,Circuit Breaker,East,0,0.05,771761.8552000001,38588.09276000001
108989,Transmission Line,Central,0,0.49,475061.61751,232780.1925799
108990,Switchgear,Central,1,0.97,785449.2894700001,761885.8107859001
108991,Switchgear,North,1,0.895,912071.3044,816303.817438
108992,Circuit Breaker,East,0,0.13,1245786.081,161952.19053
108993,Transformer,West,0,0.195,847697.4784599999,165301.00829969998
108994,Substation,South,0,0.08,948769.3346,75901.546768
108995,Transmission Line,East,0,0.055,499639.08345,27480.14958975
108996,Substation,East,1,0.925,1343275.6057,1242529.9352725
108997,Substation,West,0,0.045,781982.7345,35189.2230525
108998,Circuit Breaker,South,0,0.02,1212759.6939,24255.193878000002
108999,Substation,East,1,0.875,196260.100889,171727.58827787498
109000,Substation,Central,0,0.09,1320742.7823,118866.850407
109001,Transmission Line,East,0,0.195,496493.25580000004,96816.18488100001
109002,Circuit Breaker,Central,0,0.02,818344.9517,16366.899034
109003,Switchgear,South,1,0.89,629044.0695,559849.221855
109004,Transformer,East,0,0.085,775501.2253,65917.6041505
109005,Transmission Line,Central,0,0.095,830191.9920999999,78868.2392495
109006,Circuit Breaker,North,0,0.44,269056.99574000004,118385.07812560002
109007,Transformer,South,1,0.89,346181.26826,308101.3287514
109008,Switchgear,South,0,0.21,274901.73846,57729.3650766
109009,Transformer,Central,1,0.88,365331.1959,321491.452392
109010,Circuit Breaker,Central,0,0.22,748832.5828,164743.168216
109011,Circuit Breaker,North,0,0.025,1122998.8419,28074.971047500003
109012,Switchgear,North,0,0.11,314070.50529999996,34547.755583
109013,Circuit Breaker,North,0,0.155,429089.9106,66508.936143
109014,Circuit Breaker,North,0,0.17,509046.1372,86537.843324
109015,Transmission Line,North,1,0.83,480077.6774,398464.472242
109016,Substation,South,0,0.33,460622.93319999997,152005.56795599998
109017,Switchgear,South,0,0.025,1061743.3096,26543.58274
109018,Transformer,South,0,0.045,255239.6929,11485.7861805
109019,Substation,West,0,0.01,226578.52362,2265.7852362
109020,Circuit Breaker,West,0,0.055,1105064.7816,60778.562988000005
109021,Transmission Line,East,1,0.98,502816.75800000003,492760.42284
109022,Circuit Breaker,East,0,0.035,1266025.2784,44310.884744
109023,Substation,North,0,0.47,201861.54067000002,94874.9241149
109024,Circuit Breaker,South,0,0.25,831807.7883,207951.947075
109025,Circuit Breaker,East,1,0.8,892615.8842,714092.70736
109026,Transmission Line,Central,1,0.9,623628.3706,561265.5335400001
109027,Switchgear,East,1,0.175,707512.4081,123814.6714175
109028,Switchgear,North,0,0.01,1212092.5256,12120.925256
109029,Transmission Line,Central,1,0.93,525595.3344,488803.6609920001
109030,Transmission Line,North,1,0.825,1019764.5285,841305.7360125
109031,Transformer,North,0,0.395,230896.35141,91204.05880695001
109032,Circuit Breaker,Central,1,0.83,383241.87361899996,318090.75510376994
109033,Circuit Breaker,Central,1,0.78,110968.63973,86555.5389894
109034,Substation,West,1,0.87,1328375.209,1155686.4318300001
109035,Transmission Line,North,1,0.52,1112862.2403,578688.364956
109036,Substation,South,1,0.9,444444.72662000003,400000.25395800004
109037,Substation,West,0,0.03,554639.2591,16639.177773
109038,Switchgear,South,0,0.165,1237390.0516,204169.358514
109039,Transformer,West,0,0.14,893054.6645,125027.65303
109040,Transmission Line,Central,1,0.8,800506.1114,640404.8891200001
109041,Switchgear,Central,1,0.91,827567.9217,753086.808747
109042,Substation,South,1,0.96,1330064.9829,1276862.383584
109043,Circuit Breaker,West,0,0.215,1095080.075,235442.21612499998
109044,Transmission Line,Central,0,0.04,779899.9612,31195.998448000002
109045,Substation,North,1,0.49,1303265.7849,638600.234601
109046,Transformer,West,1,0.755,1000873.9221000001,755659.8111855001
109047,Substation,North,0,0.17,1010810.7592,171837.82906400002
109048,Transformer,East,1,0.98,717111.7476,702769.512648
109049,Transformer,Central,1,0.95,886447.53739,842125.1605204999
109050,Transmission Line,South,0,0.115,1306651.9851,150264.9782865
109051,Circuit Breaker,South,0,0.28,619034.51354,173329.6637912
109052,Transformer,West,1,0.98,863107.8843,845845.726614
109053,Circuit Breaker,North,0,0.075,1197257.2351,89794.29263249999
109054,Circuit Breaker,East,0,0.045,1157486.0523,52086.8723535
109055,Circuit Breaker,Central,1,0.95,581692.61135,552607.9807825
109056,Transmission Line,North,0,0.015,159087.39286,2386.3108929
109057,Transformer,Central,0,0.1,867056.44151,86705.64415100001
109058,Switchgear,East,0,0.035,481331.4155,16846.5995425
109059,Switchgear,Central,0,0.04,1273625.0481,50945.001924000004
109060,Circuit Breaker,South,0,0.07,644212.3154,45094.862078
109061,Switchgear,West,0,0.015,1431209.6572,21468.144858
109062,Substation,Central,0,0.055,821374.3711999999,45175.590416
109063,Transmission Line,East,1,0.875,734445.9822,642640.2344249999
109064,Circuit Breaker,Central,0,0.025,377279.10618,9431.9776545
109065,Circuit Breaker,West,0,0.155,860589.4836,133391.369958
109066,Transmission Line,West,0,0.065,607097.9194,39461.364761000004
109067,Circuit Breaker,North,0,0.085,496001.8238,42160.15502300001
109068,Substation,North,1,0.445,537798.7918,239320.462351
109069,Substation,South,1,0.725,695513.3463,504247.17606749997
109070,Transmission Line,North,0,0.52,367247.6341,190968.76973200002
109071,Transmission Line,North,0,0.14,212237.97899,29713.3170586
109072,Switchgear,West,1,0.765,1258750.6345,962944.2353925
109073,Transformer,South,0,0.015,341896.7761,5128.4516415
109074,Transformer,Central,0,0.18,826813.0481,148826.348658
109075,Substation,North,1,0.995,674157.7363,670786.9476185
109076,Switchgear,Central,0,0.29,839421.1326,243432.128454
109077,Circuit Breaker,East,1,0.935,1136879.7383,1062982.5553105
109078,Substation,East,0,0.115,636332.8405,73178.27665750001
109079,Switchgear,North,0,0.19,155466.64390999998,29538.662342899996
109080,Transmission Line,South,0,0.01,1383212.7242,13832.127242
109081,Transmission Line,South,0,0.025,1187190.3758,29679.759395
109082,Switchgear,South,0,0.01,552183.771,5521.83771
109083,Transformer,Central,0,0.08,800155.0283,64012.402264000004
109084,Transmission Line,East,0,0.14,819450.0406,114723.005684
109085,Transformer,East,0,0.02,1173083.3252,23461.666504
109086,Transmission Line,East,1,0.84,865190.8245,726760.29258
109087,Transformer,South,1,0.915,1003760.18837,918440.57235855
109088,Switchgear,Central,1,0.87,808144.1610999999,703085.420157
109089,Substation,Central,1,0.92,420197.3393,386581.552156
109090,Circuit Breaker,East,0,0.09,859943.0461,77394.874149
109091,Transformer,Central,1,0.965,1264774.8375,1220507.7181874998
109092,Switchgear,East,1,0.825,703404.7985,580308.9587625
109093,Substation,Central,1,0.865,353881.22631000006,306107.26075815
109094,Substation,North,1,0.51,369384.87583,188386.2866733
109095,Substation,Central,0,0.015,447144.9534,6707.174301
109096,Substation,East,0,0.04,1323759.9344,52950.397376
109097,Transformer,South,1,0.145,707053.9871799999,102522.82814109998
109098,Transformer,South,0,0.025,1134553.2011,28363.8300275
109099,Switchgear,East,0,0.185,361320.28909,66844.25348165
109100,Switchgear,Central,1,0.965,719781.71731,694589.35720415
109101,Transformer,North,0,0.0,944569.00569,0.0
109102,Transmission Line,Central,0,0.035,1430693.8719000001,50074.28551650001
109103,Transmission Line,North,1,0.885,399333.5341,353410.1776785
109104,Switchgear,Central,1,0.915,1475702.8339,1350268.0930185001
109105,Transformer,Central,0,0.245,970172.88512,237692.3568544
109106,Circuit Breaker,Central,1,0.745,1018549.6784999999,758819.5104825
109107,Transformer,East,1,0.82,424448.1541,348047.486362
109108,Transformer,Central,0,0.005,997328.7302000001,4986.643651
109109,Transmission Line,North,1,0.95,1033208.7559,981548.318105
109110,Switchgear,South,1,0.965,1048084.3413,1011401.3893545
109111,Transformer,Central,1,0.82,735371.32089,603004.4831298
109112,Transformer,Central,1,0.89,956177.5856,850998.051184
109113,Transmission Line,South,0,0.075,570342.73558,42775.7051685
109114,Circuit Breaker,North,1,0.99,624232.7041,617990.377059
109115,Circuit Breaker,East,1,0.975,392445.30919000006,382634.17646025005
109116,Circuit Breaker,South,0,0.215,716245.6317,153992.8108155
109117,Transmission Line,North,0,0.325,721560.02926,234507.0095095
109118,Circuit Breaker,South,1,0.945,482079.0948,455564.744586
109119,Transformer,East,0,0.125,775629.2444,96953.65555
109120,Switchgear,Central,0,0.03,516786.3261,15503.589783
109121,Transformer,East,0,0.07,1114042.2938,77982.96056600001
109122,Transmission Line,East,0,0.01,795463.89035,7954.6389035
109123,Transformer,West,1,0.97,1449878.8852,1406382.518644
109124,Transformer,Central,0,0.03,700523.8914,21015.716741999997
109125,Substation,South,0,0.1,856821.0649,85682.10649
109126,Transformer,South,0,0.265,1107504.9054,293488.79993100005
109127,Transmission Line,South,1,0.85,630915.6573,536278.308705
109128,Transmission Line,Central,1,0.65,874909.9131,568691.443515
109129,Substation,Central,0,0.025,664500.5594,16612.513985
109130,Switchgear,Central,0,0.13,108716.81052,14133.185367600001
109131,Transmission Line,South,0,0.04,322251.73089999997,12890.069236
109132,Transmission Line,East,0,0.035,1058025.1627,37030.8806945
109133,Substation,Central,0,0.07,479546.9723,33568.28806100001
109134,Transformer,North,1,0.895,1200339.064,1074303.46228
109135,Circuit Breaker,West,1,0.96,759679.7868,729292.595328
109136,Substation,East,1,0.74,382851.38550000003,283310.02527000004
109137,Transformer,South,0,0.045,155461.05354700002,6995.747409615001
109138,Circuit Breaker,East,1,0.985,214334.43276,211119.4162686
109139,Switchgear,South,1,0.695,226403.2051,157350.2275445
109140,Transmission Line,West,0,0.17,668803.0038999999,113696.510663
109141,Circuit Breaker,East,0,0.105,698892.7117,73383.7347285
109142,Switchgear,South,1,0.955,995257.4916000001,950470.904478
109143,Transmission Line,East,0,0.05,732874.1216000001,36643.70608
109144,Substation,North,0,0.165,319530.17853,52722.47945745
109145,Substation,North,0,0.035,983693.4249,34429.2698715
109146,Transmission Line,West,0,0.285,583438.7616600001,166280.0470731
109147,Substation,South,0,0.075,975070.6861,73130.3014575
109148,Substation,South,1,0.93,608900.8224,566277.764832
109149,Substation,Central,1,0.65,1122882.261,729873.46965
109150,Switchgear,South,1,0.37,258230.17005999997,95545.16292219999
109151,Transmission Line,East,0,0.095,707405.83918,67203.5547221
109152,Circuit Breaker,East,1,0.865,709543.9639999999,613755.52886
109153,Circuit Breaker,Central,0,0.02,1125227.1083,22504.542166
